experiment,scenario,selector,N,n_seeds,selected_object_score_mean,selected_object_score_ci_low,selected_object_score_ci_high,selected_real_utility_mean,selected_real_utility_ci_low,selected_real_utility_ci_high,identity_error_mean,identity_error_ci_low,identity_error_ci_high,swap_rate_mean,swap_rate_ci_low,swap_rate_ci_high,merge_split_rate_mean,merge_split_rate_ci_low,merge_split_rate_ci_high,property_error_mean,property_error_ci_low,property_error_ci_high,property_entropy_mean,property_entropy_ci_low,property_entropy_ci_high,occlusion_error_mean,occlusion_error_ci_low,occlusion_error_ci_high,object_real_gap_mean,object_real_gap_ci_low,object_real_gap_ci_high,regret_mean,regret_ci_low,regret_ci_high,oracle_gap_mean,oracle_gap_ci_low,oracle_gap_ci_high,upper_tail_rank_correlation_mean,upper_tail_rank_correlation_ci_low,upper_tail_rank_correlation_ci_high,best_proxy_selector,best_proxy_utility_mean,combined_vs_best_proxy_gain_mean,combined_oracle_gap_mean
L_model_family_proxies,hidden_property,combined_repair,64,16,1.3533431047842028,1.3442461820898408,1.3624400274785649,0.8839221349689103,0.8724117613358974,0.8954325086019231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1332612598817669,0.11367141757248377,0.15285110219105003,0.0,0.0,0.0,0.4694209698152926,0.4571710301154868,0.48167090951509833,0.03693143866435575,0.02370961174827348,0.05015326558043802,0.03693143866435575,0.02370961174827348,0.05015326558043802,-0.5927314440273778,-0.6853507723746896,-0.500112115680066,relational_slot_proxy,0.5439256370926034,0.3399964978763068,0.036931438664355665
L_model_family_proxies,hidden_property,diffusion_score_proxy,64,16,1.2082495259078694,1.1653096203943443,1.2511894314213945,0.08541567858828515,0.047147490018668706,0.1236838671579016,0.9375,0.815,1.06,0.6875,0.45293035859969716,0.9220696414003029,0.25,0.03086533820502063,0.46913466179497937,0.9375,0.815,1.06,0.7045060460066863,0.6271778037896864,0.7818342882236863,0.0,0.0,0.0,1.1228338473195842,1.0611824002757348,1.1844852943634336,0.8354378950449808,0.7976688258574114,0.8732069642325502,0.8354378950449808,0.7976688258574114,0.8732069642325502,-0.5927314440273778,-0.6853507723746896,-0.500112115680066,relational_slot_proxy,0.5439256370926034,0.3399964978763068,0.036931438664355665
L_model_family_proxies,hidden_property,latent_global_proxy,64,16,1.048764276990695,1.0062753767405788,1.0912531772408114,0.09174894560540205,0.04566293776047719,0.1378349534503269,0.9375,0.815,1.06,0.625,0.38,0.87,0.3125,0.07793035859969716,0.5470696414003029,0.8125,0.6149746851666855,1.0100253148333145,0.6384358098318585,0.5249851353395394,0.7518864843241777,0.0,0.0,0.0,0.957015331385293,0.8852124504813503,1.0288182122892358,0.8291046280278639,0.7847977672008465,0.8734114888548813,0.8291046280278639,0.7847977672008465,0.8734114888548813,-0.5927314440273778,-0.6853507723746896,-0.500112115680066,relational_slot_proxy,0.5439256370926034,0.3399964978763068,0.036931438664355665
L_model_family_proxies,hidden_property,oracle,64,16,0.9208535736332659,0.9164424141127178,0.9252647331538141,0.9208535736332659,0.9164424141127178,0.9252647331538141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17516831891381823,0.1532923881986573,0.19704424962897918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5927314440273778,-0.6853507723746896,-0.500112115680066,relational_slot_proxy,0.5439256370926034,0.3399964978763068,0.036931438664355665
L_model_family_proxies,hidden_property,raw,64,16,1.0622458646064832,1.0219746829641543,1.102517046248812,0.0862174228408334,0.04797484774563684,0.12445999793602996,0.9375,0.815,1.06,0.6875,0.45293035859969716,0.9220696414003029,0.25,0.03086533820502063,0.46913466179497937,0.9375,0.815,1.06,0.7042525153425896,0.6269326532843627,0.7815723774008165,0.0,0.0,0.0,0.9760284417656497,0.9148218668811585,1.037235016650141,0.8346361507924326,0.7969584571429064,0.8723138444419588,0.8346361507924326,0.7969584571429064,0.8723138444419588,-0.5927314440273778,-0.6853507723746896,-0.500112115680066,relational_slot_proxy,0.5439256370926034,0.3399964978763068,0.036931438664355665
L_model_family_proxies,hidden_property,relational_slot_proxy,64,16,0.8703448051795221,0.8549142610778553,0.8857753492811888,0.5439256370926034,0.40585602401339244,0.6819952501718145,0.3125,0.07793035859969716,0.5470696414003029,0.3125,0.07793035859969716,0.5470696414003029,0.0,0.0,0.0,1.0,1.0,1.0,0.7166683531535898,0.6919642740912336,0.741372432215946,0.0,0.0,0.0,0.32641916808691857,0.1876641232585409,0.46517421291529626,0.3769279365406625,0.23926082884378597,0.514595044237539,0.3769279365406625,0.23926082884378597,0.514595044237539,-0.5927314440273778,-0.6853507723746896,-0.500112115680066,relational_slot_proxy,0.5439256370926034,0.3399964978763068,0.036931438664355665
L_model_family_proxies,merge_split,combined_repair,64,16,1.2119469418764568,1.2056861791899842,1.2182077045629294,0.8313464950632733,0.8185114285796039,0.8441815615469427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15355931053821878,0.13788661192230003,0.16923200915413752,0.0,0.0,0.0,0.38060044681318345,0.36361745258361794,0.39758344104274895,0.09057054733499612,0.07730313821662078,0.10383795645337145,0.09057054733499612,0.07730313821662078,0.10383795645337145,-0.6090060804255837,-0.6789454195422291,-0.5390667413089383,relational_slot_proxy,0.4092949246098653,0.422051570453408,0.09057054733499614
L_model_family_proxies,merge_split,diffusion_score_proxy,64,16,1.2814359564746054,1.2299699672790776,1.3329019456701332,0.0,0.0,0.0,1.0,1.0,1.0,0.6875,0.45293035859969716,0.9220696414003029,1.0,1.0,1.0,0.375,0.13,0.62,0.38617469555478745,0.250541278728541,0.5218081123810339,0.0,0.0,0.0,1.2814359564746054,1.2299699672790776,1.3329019456701332,0.9219170423982694,0.9172594596850667,0.9265746251114721,0.9219170423982694,0.9172594596850667,0.9265746251114721,-0.6090060804255837,-0.6789454195422291,-0.5390667413089383,relational_slot_proxy,0.4092949246098653,0.422051570453408,0.09057054733499614
L_model_family_proxies,merge_split,latent_global_proxy,64,16,1.176085445215619,1.1357178883138137,1.2164530021174245,0.0,0.0,0.0,1.0,1.0,1.0,0.6875,0.45293035859969716,0.9220696414003029,1.0,1.0,1.0,0.1875,-0.01002531483331448,0.3850253148333145,0.2822488345281631,0.1776388092631907,0.38685885979313545,0.0,0.0,0.0,1.176085445215619,1.1357178883138137,1.2164530021174245,0.9219170423982694,0.9172594596850667,0.9265746251114721,0.9219170423982694,0.9172594596850667,0.9265746251114721,-0.6090060804255837,-0.6789454195422291,-0.5390667413089383,relational_slot_proxy,0.4092949246098653,0.422051570453408,0.09057054733499614
L_model_family_proxies,merge_split,oracle,64,16,0.9219170423982694,0.9172594596850667,0.9265746251114721,0.9219170423982694,0.9172594596850667,0.9265746251114721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19020775332749987,0.17013374726045846,0.21028175939454127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6090060804255837,-0.6789454195422291,-0.5390667413089383,relational_slot_proxy,0.4092949246098653,0.422051570453408,0.09057054733499614
L_model_family_proxies,merge_split,raw,64,16,1.1605367686801888,1.1177793567938195,1.2032941805665582,0.0,0.0,0.0,1.0,1.0,1.0,0.6875,0.45293035859969716,0.9220696414003029,1.0,1.0,1.0,0.3125,0.07793035859969716,0.5470696414003029,0.3542427171640288,0.22301163944857058,0.48547379487948694,0.0,0.0,0.0,1.1605367686801888,1.1177793567938195,1.2032941805665582,0.9219170423982694,0.9172594596850667,0.9265746251114721,0.9219170423982694,0.9172594596850667,0.9265746251114721,-0.6090060804255837,-0.6789454195422291,-0.5390667413089383,relational_slot_proxy,0.4092949246098653,0.422051570453408,0.09057054733499614
L_model_family_proxies,merge_split,relational_slot_proxy,64,16,0.8156872580188161,0.7972309862088874,0.8341435298287448,0.4092949246098653,0.2633908723333176,0.555198976886413,0.4375,0.18644970623398982,0.6885502937660102,0.3125,0.07793035859969716,0.5470696414003029,0.0,0.0,0.0,0.625,0.38,0.87,0.5203259712619688,0.382317224238424,0.6583347182855135,0.0,0.0,0.0,0.40639233340895087,0.2514249077804485,0.5613597590374533,0.512622117788404,0.3652843155992861,0.659959919977522,0.512622117788404,0.3652843155992861,0.659959919977522,-0.6090060804255837,-0.6789454195422291,-0.5390667413089383,relational_slot_proxy,0.4092949246098653,0.422051570453408,0.09057054733499614
L_model_family_proxies,occlusion,combined_repair,64,16,1.2152098164050824,1.2044540838870488,1.225965548923116,0.8207282997777858,0.7995505496482859,0.8419060499072858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15945658258172157,0.13657185579309672,0.18234130937034643,0.0,0.0,0.0,0.39448151662729647,0.3637465094085921,0.42521652384600084,0.10203201587294881,0.08069675490786635,0.12336727683803128,0.10203201587294881,0.08069675490786635,0.12336727683803128,-0.4845100110801376,-0.556200899313884,-0.41281912284639116,relational_slot_proxy,0.33591147743393435,0.4848168223438515,0.10203201587294886
L_model_family_proxies,occlusion,diffusion_score_proxy,64,16,1.3084105119829008,1.262971685953794,1.3538493380120076,0.0,0.0,0.0,1.0,1.0,1.0,0.875,0.7076331374893265,1.0423668625106735,0.75,0.5308653382050206,0.9691346617949794,0.5,0.2469650880477821,0.753034911952218,0.44696589314905455,0.3072945475906621,0.586637238707447,1.0,1.0,1.0,1.3084105119829008,1.262971685953794,1.3538493380120076,0.9227603156507347,0.9183712226500483,0.927149408651421,0.9227603156507347,0.9183712226500483,0.927149408651421,-0.4845100110801376,-0.556200899313884,-0.41281912284639116,relational_slot_proxy,0.33591147743393435,0.4848168223438515,0.10203201587294886
L_model_family_proxies,occlusion,latent_global_proxy,64,16,1.1881101306487265,1.1490120761548048,1.2272081851426482,0.004373357047205519,-0.004198422765317298,0.012945136859728335,1.0,1.0,1.0,0.9375,0.815,1.06,0.8125,0.6149746851666855,1.0100253148333145,0.375,0.13,0.62,0.37372586044312306,0.24365754997312628,0.5037941709131198,1.0,1.0,1.0,1.183736773601521,1.1402649365151956,1.2272086106878464,0.9183869586035291,0.9097490300896348,0.9270248871174235,0.9183869586035291,0.9097490300896348,0.9270248871174235,-0.4845100110801376,-0.556200899313884,-0.41281912284639116,relational_slot_proxy,0.33591147743393435,0.4848168223438515,0.10203201587294886
L_model_family_proxies,occlusion,oracle,64,16,0.9227603156507347,0.9183712226500483,0.927149408651421,0.9227603156507347,0.9183712226500483,0.927149408651421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,-0.06,0.185,0.23130138646410742,0.16487352789167548,0.29772924503653936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4845100110801376,-0.556200899313884,-0.41281912284639116,relational_slot_proxy,0.33591147743393435,0.4848168223438515,0.10203201587294886
L_model_family_proxies,occlusion,raw,64,16,1.1781332338354749,1.1368507223071262,1.2194157453638235,0.0,0.0,0.0,1.0,1.0,1.0,0.875,0.7076331374893265,1.0423668625106735,0.75,0.5308653382050206,0.9691346617949794,0.5,0.2469650880477821,0.753034911952218,0.44696589314905455,0.3072945475906621,0.586637238707447,1.0,1.0,1.0,1.1781332338354749,1.1368507223071262,1.2194157453638235,0.9227603156507347,0.9183712226500483,0.927149408651421,0.9227603156507347,0.9183712226500483,0.927149408651421,-0.4845100110801376,-0.556200899313884,-0.41281912284639116,relational_slot_proxy,0.33591147743393435,0.4848168223438515,0.10203201587294886
L_model_family_proxies,occlusion,relational_slot_proxy,64,16,0.8660407993058662,0.844026684744295,0.8880549138674374,0.33591147743393435,0.1733431274688181,0.4984798273990506,0.5,0.2469650880477821,0.753034911952218,0.375,0.13,0.62,0.0,0.0,0.0,0.8125,0.6149746851666855,1.0100253148333145,0.6229590832542479,0.5125685087149031,0.7333496577935926,0.5,0.2469650880477821,0.753034911952218,0.5301293218719318,0.363794809931278,0.6964638338125857,0.5868488382168002,0.4241865148667081,0.7495111615668923,0.5868488382168002,0.4241865148667081,0.7495111615668923,-0.4845100110801376,-0.556200899313884,-0.41281912284639116,relational_slot_proxy,0.33591147743393435,0.4848168223438515,0.10203201587294886
L_model_family_proxies,raw,combined_repair,64,16,1.3355621820849632,1.3279897896003126,1.343134574569614,0.8879047773614368,0.8730475991778117,0.9027619555450619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15916742099811543,0.14560124756197215,0.1727335944342587,0.0,0.0,0.0,0.44765740472352633,0.43158064951646624,0.4637341599305864,0.022785213423525533,0.010249963832223902,0.035320463014827164,0.022785213423525533,0.010249963832223902,0.035320463014827164,-0.3670216873138458,-0.44109068085985204,-0.2929526937678396,relational_slot_proxy,0.021524879899880823,0.866379897461556,0.022785213423525574
L_model_family_proxies,raw,diffusion_score_proxy,64,16,1.444823814596977,1.4136721438277502,1.4759754853662037,0.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.6149746851666855,1.0100253148333145,1.0,1.0,1.0,0.75,0.5308653382050206,0.9691346617949794,0.5916212453518874,0.4571668204459741,0.7260756702578007,1.0,1.0,1.0,1.444823814596977,1.4136721438277502,1.4759754853662037,0.9106899907849624,0.9024690843597446,0.9189108972101802,0.9106899907849624,0.9024690843597446,0.9189108972101802,-0.3670216873138458,-0.44109068085985204,-0.2929526937678396,relational_slot_proxy,0.021524879899880823,0.866379897461556,0.022785213423525574
L_model_family_proxies,raw,latent_global_proxy,64,16,1.3039626819330743,1.2826480818854207,1.325277281980728,0.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.6149746851666855,1.0100253148333145,1.0,1.0,1.0,0.5625,0.3114497062339898,0.8135502937660102,0.47509640062869524,0.3240820508635819,0.6261107503938086,1.0,1.0,1.0,1.3039626819330743,1.2826480818854207,1.325277281980728,0.9106899907849624,0.9024690843597446,0.9189108972101802,0.9106899907849624,0.9024690843597446,0.9189108972101802,-0.3670216873138458,-0.44109068085985204,-0.2929526937678396,relational_slot_proxy,0.021524879899880823,0.866379897461556,0.022785213423525574
L_model_family_proxies,raw,oracle,64,16,0.9106899907849624,0.9024690843597446,0.9189108972101802,0.9106899907849624,0.9024690843597446,0.9189108972101802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18540573572131755,0.16155318419830436,0.20925828724433074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3670216873138458,-0.44109068085985204,-0.2929526937678396,relational_slot_proxy,0.021524879899880823,0.866379897461556,0.022785213423525574
L_model_family_proxies,raw,raw,64,16,1.3051287603151152,1.279919247074515,1.3303382735557152,0.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.6149746851666855,1.0100253148333145,1.0,1.0,1.0,0.75,0.5308653382050206,0.9691346617949794,0.5916212453518874,0.4571668204459741,0.7260756702578007,1.0,1.0,1.0,1.3051287603151152,1.279919247074515,1.3303382735557152,0.9106899907849624,0.9024690843597446,0.9189108972101802,0.9106899907849624,0.9024690843597446,0.9189108972101802,-0.3670216873138458,-0.44109068085985204,-0.2929526937678396,relational_slot_proxy,0.021524879899880823,0.866379897461556,0.022785213423525574
L_model_family_proxies,raw,relational_slot_proxy,64,16,0.9341688583132592,0.9110916195413452,0.9572460970851733,0.021524879899880823,-0.0015760579105661143,0.04462581771032776,1.0,1.0,1.0,0.6875,0.45293035859969716,0.9220696414003029,0.0,0.0,0.0,0.9375,0.815,1.06,0.6931010173987779,0.6262538241687813,0.7599482106287746,1.0,1.0,1.0,0.9126439784133784,0.8725180603122712,0.9527698965144856,0.8891651108850815,0.8624620637463802,0.9158681580237829,0.8891651108850815,0.8624620637463802,0.9158681580237829,-0.3670216873138458,-0.44109068085985204,-0.2929526937678396,relational_slot_proxy,0.021524879899880823,0.866379897461556,0.022785213423525574
L_model_family_proxies,swap,combined_repair,64,16,1.2077539252776308,1.1996753761209396,1.215832474434322,0.8221595693384736,0.8018308307254859,0.8424883079514612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16324917984315607,0.14583802395278803,0.1806603357335241,0.0,0.0,0.0,0.3855943559391573,0.3579848315107827,0.4132038803675319,0.10589603837960719,0.08527165831818603,0.12652041844102835,0.10589603837960719,0.08527165831818603,0.12652041844102835,-0.5811441537649775,-0.6637241695676053,-0.49856413796234983,relational_slot_proxy,0.18309732900651893,0.6390622403319546,0.10589603837960726
L_model_family_proxies,swap,diffusion_score_proxy,64,16,1.3228897540193805,1.276166306771203,1.369613201267558,0.027000967029665694,0.0009110838150001126,0.05309085024433127,1.0,1.0,1.0,0.75,0.5308653382050206,0.9691346617949794,0.5625,0.3114497062339898,0.8135502937660102,0.5625,0.3114497062339898,0.8135502937660102,0.48879458926829344,0.3562291116729851,0.6213600668636018,0.0,0.0,0.0,1.2958887869897149,1.233967125818483,1.3578104481609468,0.901054640688415,0.8742259637047938,0.9278833176720362,0.901054640688415,0.8742259637047938,0.9278833176720362,-0.5811441537649775,-0.6637241695676053,-0.49856413796234983,relational_slot_proxy,0.18309732900651893,0.6390622403319546,0.10589603837960726
L_model_family_proxies,swap,latent_global_proxy,64,16,1.199846421786322,1.1586289455611087,1.2410638980115354,0.037176934609097725,0.002311948428743202,0.07204192078945225,1.0,1.0,1.0,0.75,0.5308653382050206,0.9691346617949794,0.625,0.38,0.87,0.4375,0.18644970623398982,0.6885502937660102,0.4192540849798396,0.28382615595990857,0.5546820139997707,0.0,0.0,0.0,1.1626694871772243,1.0938082914580913,1.2315306828963573,0.890878673108983,0.8562961624999703,0.9254611837179958,0.890878673108983,0.8562961624999703,0.9254611837179958,-0.5811441537649775,-0.6637241695676053,-0.49856413796234983,relational_slot_proxy,0.18309732900651893,0.6390622403319546,0.10589603837960726
L_model_family_proxies,swap,oracle,64,16,0.9280556077180808,0.9254173066391981,0.9306939087969636,0.9280556077180808,0.9254173066391981,0.9306939087969636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170859000379901,0.15799315369662414,0.18372484706317788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5811441537649775,-0.6637241695676053,-0.49856413796234983,relational_slot_proxy,0.18309732900651893,0.6390622403319546,0.10589603837960726
L_model_family_proxies,swap,raw,64,16,1.1942203961794058,1.1504586362332565,1.237982156125555,0.018192655527749818,-0.006591163024923009,0.04297647408042264,1.0,1.0,1.0,0.75,0.5308653382050206,0.9691346617949794,0.625,0.38,0.87,0.5,0.2469650880477821,0.753034911952218,0.45777635401952516,0.3205166600414192,0.5950360479976311,0.0,0.0,0.0,1.176027740651656,1.118259421455988,1.2337960598473239,0.909862952190331,0.8847518942216226,0.9349740101590394,0.909862952190331,0.8847518942216226,0.9349740101590394,-0.5811441537649775,-0.6637241695676053,-0.49856413796234983,relational_slot_proxy,0.18309732900651893,0.6390622403319546,0.10589603837960726
L_model_family_proxies,swap,relational_slot_proxy,64,16,0.9106903837182256,0.8851947463383096,0.9361860210981416,0.18309732900651893,0.07442934738322707,0.2917653106298108,0.8125,0.6149746851666855,1.0100253148333145,0.5625,0.3114497062339898,0.8135502937660102,0.0,0.0,0.0,0.75,0.5308653382050206,0.9691346617949794,0.5996335663897543,0.48472199616676753,0.714545136612741,0.0,0.0,0.0,0.7275930547117067,0.608768191935675,0.8464179174877383,0.7449582787115618,0.6350159230125085,0.8549006344106151,0.7449582787115618,0.6350159230125085,0.8549006344106151,-0.5811441537649775,-0.6637241695676053,-0.49856413796234983,relational_slot_proxy,0.18309732900651893,0.6390622403319546,0.10589603837960726
