split_seed,N,repair_budget,selector,repair_tier,config_id,ridge,uncertainty_penalty,conformal_confidence,gate_threshold,feature_set,dev_gap_closure_mean,selected,hyperparameter_source,final_test
0,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.4742833589533931,1,dev_condition_grid,0
0,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.4742833589533931,0,dev_condition_grid,0
0,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.4742833589533931,0,dev_condition_grid,0
0,32,0,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9051511325480432,1,dev_condition_grid,0
0,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.8796130361124944,0,dev_condition_grid,0
0,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.8870459790181694,0,dev_condition_grid,0
0,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.8887455689056508,1,dev_condition_grid,0
0,32,8,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9051511325480432,1,dev_condition_grid,0
0,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.9056497378847869,1,dev_condition_grid,0
0,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.8975796349102757,0,dev_condition_grid,0
0,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.8855800150152149,0,dev_condition_grid,0
0,32,32,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9051511325480432,1,dev_condition_grid,0
0,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.9202874373932605,0,dev_condition_grid,0
0,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.924948986513977,1,dev_condition_grid,0
0,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.922587945717145,0,dev_condition_grid,0
0,32,128,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9051511325480432,1,dev_condition_grid,0
0,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.44476102043632043,1,dev_condition_grid,0
0,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.44476102043632043,0,dev_condition_grid,0
0,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.44476102043632043,0,dev_condition_grid,0
0,64,0,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9143451694890049,1,dev_condition_grid,0
0,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.9176825453527715,0,dev_condition_grid,0
0,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9393159614041703,1,dev_condition_grid,0
0,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.9343404639544431,0,dev_condition_grid,0
0,64,8,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9143451694890049,1,dev_condition_grid,0
0,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.9272332909824884,1,dev_condition_grid,0
0,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.92414681528372,0,dev_condition_grid,0
0,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.92414681528372,0,dev_condition_grid,0
0,64,32,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9143451694890049,1,dev_condition_grid,0
0,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.919645809965565,1,dev_condition_grid,0
0,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9004462797471523,0,dev_condition_grid,0
0,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.8902170286775988,0,dev_condition_grid,0
0,64,128,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9143451694890049,1,dev_condition_grid,0
1,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.5351481009297946,0,dev_condition_grid,0
1,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.8899583839497152,1,dev_condition_grid,0
1,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.8899583839497152,0,dev_condition_grid,0
1,32,0,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.8809745915143101,1,dev_condition_grid,0
1,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.8847949450018442,0,dev_condition_grid,0
1,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.89058325308616,1,dev_condition_grid,0
1,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.89058325308616,0,dev_condition_grid,0
1,32,8,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.8809745915143101,1,dev_condition_grid,0
1,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.9305444261941521,0,dev_condition_grid,0
1,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9305444261941521,0,dev_condition_grid,0
1,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.9329853216433168,1,dev_condition_grid,0
1,32,32,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.8809745915143101,1,dev_condition_grid,0
1,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.9529272014104312,0,dev_condition_grid,0
1,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9529272014104312,0,dev_condition_grid,0
1,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.9567781955483263,1,dev_condition_grid,0
1,32,128,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.8809745915143101,1,dev_condition_grid,0
1,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.7350906996618689,1,dev_condition_grid,0
1,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.7350906996618689,0,dev_condition_grid,0
1,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.7350906996618689,0,dev_condition_grid,0
1,64,0,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9314242921337527,1,dev_condition_grid,0
1,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.8127307941112986,0,dev_condition_grid,0
1,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.855277998585413,0,dev_condition_grid,0
1,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.8773935941292846,1,dev_condition_grid,0
1,64,8,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9314242921337527,1,dev_condition_grid,0
1,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.9233600001015358,1,dev_condition_grid,0
1,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9193350721948538,0,dev_condition_grid,0
1,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.9199974091797208,0,dev_condition_grid,0
1,64,32,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9314242921337527,1,dev_condition_grid,0
1,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.9261123762266082,0,dev_condition_grid,0
1,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9261123762266082,0,dev_condition_grid,0
1,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.9334199807916371,1,dev_condition_grid,0
1,64,128,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9314242921337527,1,dev_condition_grid,0
2,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.5189619708298889,1,dev_condition_grid,0
2,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.5189619708298889,0,dev_condition_grid,0
2,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.5189619708298889,0,dev_condition_grid,0
2,32,0,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.8679810412587402,1,dev_condition_grid,0
2,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.807353318801414,0,dev_condition_grid,0
2,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.8357034932116516,1,dev_condition_grid,0
2,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.824255842697312,0,dev_condition_grid,0
2,32,8,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.8679810412587402,1,dev_condition_grid,0
2,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.6266923351517831,0,dev_condition_grid,0
2,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.5635320862604932,0,dev_condition_grid,0
2,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.8694491983447842,1,dev_condition_grid,0
2,32,32,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.8679810412587402,1,dev_condition_grid,0
2,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.6254732020828738,1,dev_condition_grid,0
2,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.6216954075415136,0,dev_condition_grid,0
2,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.621469114731018,0,dev_condition_grid,0
2,32,128,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.8679810412587402,1,dev_condition_grid,0
2,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.6702167548503639,1,dev_condition_grid,0
2,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.6702167548503639,0,dev_condition_grid,0
2,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.6702167548503639,0,dev_condition_grid,0
2,64,0,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9213351410218112,1,dev_condition_grid,0
2,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.6661968154635548,0,dev_condition_grid,0
2,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.734524003403827,0,dev_condition_grid,0
2,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.7774982625663874,1,dev_condition_grid,0
2,64,8,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9213351410218112,1,dev_condition_grid,0
2,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.4717123368073404,0,dev_condition_grid,0
2,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.6900102292306353,0,dev_condition_grid,0
2,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.8427086747840896,1,dev_condition_grid,0
2,64,32,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9213351410218112,1,dev_condition_grid,0
2,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.9034596569339154,1,dev_condition_grid,0
2,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9034596569339154,0,dev_condition_grid,0
2,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.9034596569339154,0,dev_condition_grid,0
2,64,128,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9213351410218112,1,dev_condition_grid,0
3,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.6138573151464058,0,dev_condition_grid,0
3,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9307354391519946,1,dev_condition_grid,0
3,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.9307354391519946,0,dev_condition_grid,0
3,32,0,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9084680194390738,1,dev_condition_grid,0
3,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.899823044668311,0,dev_condition_grid,0
3,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9005033347103124,1,dev_condition_grid,0
3,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.9002229347644493,0,dev_condition_grid,0
3,32,8,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9084680194390738,1,dev_condition_grid,0
3,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.898372657929317,0,dev_condition_grid,0
3,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9117230018620295,0,dev_condition_grid,0
3,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.9200972878437826,1,dev_condition_grid,0
3,32,32,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9084680194390738,1,dev_condition_grid,0
3,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.9023423803334092,1,dev_condition_grid,0
3,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.8956960494201912,0,dev_condition_grid,0
3,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.8925049743685586,0,dev_condition_grid,0
3,32,128,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9084680194390738,1,dev_condition_grid,0
3,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.5290217507360785,1,dev_condition_grid,0
3,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.5290217507360785,0,dev_condition_grid,0
3,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.5290217507360785,0,dev_condition_grid,0
3,64,0,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9174300704105667,1,dev_condition_grid,0
3,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.8357030038754458,0,dev_condition_grid,0
3,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.944732231498675,1,dev_condition_grid,0
3,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.942428771823201,0,dev_condition_grid,0
3,64,8,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9174300704105667,1,dev_condition_grid,0
3,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.19888294861874534,0,dev_condition_grid,0
3,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.19888294861874534,0,dev_condition_grid,0
3,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.27550029477846844,1,dev_condition_grid,0
3,64,32,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9174300704105667,1,dev_condition_grid,0
3,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.19799241757341957,0,dev_condition_grid,0
3,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.19799241757341957,0,dev_condition_grid,0
3,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.34253321972847367,1,dev_condition_grid,0
3,64,128,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9174300704105667,1,dev_condition_grid,0
4,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.5444995960197544,0,dev_condition_grid,0
4,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9391583052347868,1,dev_condition_grid,0
4,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.9391583052347868,0,dev_condition_grid,0
4,32,0,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9204962502396971,1,dev_condition_grid,0
4,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.8880732923796314,0,dev_condition_grid,0
4,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9204484625404689,0,dev_condition_grid,0
4,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.9273573243152847,1,dev_condition_grid,0
4,32,8,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9204962502396971,1,dev_condition_grid,0
4,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.912089271688986,0,dev_condition_grid,0
4,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9208883302635176,0,dev_condition_grid,0
4,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.9266349070851362,1,dev_condition_grid,0
4,32,32,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9204962502396971,1,dev_condition_grid,0
4,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.9181293885556255,0,dev_condition_grid,0
4,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9188196755805359,1,dev_condition_grid,0
4,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.9188196755805359,0,dev_condition_grid,0
4,32,128,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9204962502396971,1,dev_condition_grid,0
4,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.5926716971406832,0,dev_condition_grid,0
4,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9248304039457264,1,dev_condition_grid,0
4,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.9248304039457264,0,dev_condition_grid,0
4,64,0,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9041805611120863,1,dev_condition_grid,0
4,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.7811336107813226,0,dev_condition_grid,0
4,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.8797155796410746,0,dev_condition_grid,0
4,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.9126376150668222,1,dev_condition_grid,0
4,64,8,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9041805611120863,1,dev_condition_grid,0
4,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.45318058297955394,0,dev_condition_grid,0
4,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.45318058297955394,0,dev_condition_grid,0
4,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.45472115952551917,1,dev_condition_grid,0
4,64,32,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9041805611120863,1,dev_condition_grid,0
4,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.894531626505647,1,dev_condition_grid,0
4,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.8741015812779981,0,dev_condition_grid,0
4,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.8906273728247677,0,dev_condition_grid,0
4,64,128,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9041805611120863,1,dev_condition_grid,0
